starname,program,ra,dec,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_inter,tau_intra
Star1056,Program6,278.97610968126827,50.0505616264073,300,1,1,1,1,1,0
Star1057,Program6,315.0426904094013,44.56013083576272,300,1,1,1,1,1,0
Star1058,Program6,78.02403918460334,-14.728261652165884,300,1,1,1,1,1,0
Star1059,Program6,84.49554538540747,-17.72351423532801,300,1,1,1,1,1,0
Star1060,Program6,26.86952640126151,-21.43981771112435,300,1,1,1,1,1,0
Star1061,Program6,36.370572144611344,35.10520769121494,300,1,1,1,1,1,0
Star1062,Program6,52.85414704049879,-22.418829252756467,300,1,1,1,1,1,0
Star1063,Program6,332.72931757233636,-28.997092698140563,300,1,1,1,1,1,0
Star1064,Program6,288.4488735233947,52.07001606077458,300,1,1,1,1,1,0
Star1065,Program6,86.25434739315074,-10.628197008455189,300,1,1,1,1,1,0
Star1066,Program6,299.94324238514787,32.518238551133805,300,1,1,1,1,1,0
Star1067,Program6,69.30607294378467,37.32001945341763,300,1,1,1,1,1,0
Star1068,Program6,322.2450468701692,42.61527237393207,300,1,1,1,1,1,0
Star1069,Program6,276.9197905777734,38.84174968738304,300,1,1,1,1,1,0
Star1070,Program6,66.5006313583882,-11.359759714225504,300,1,1,1,1,1,0
Star1071,Program6,280.1462455994893,48.09504364258885,300,1,1,1,1,1,0
Star1072,Program6,116.07084322095477,-17.096579863443793,300,1,1,1,1,1,0
Star1073,Program6,293.640133765997,62.4534888428465,300,1,1,1,1,1,0
Star1074,Program6,29.157784205942562,27.18324604983708,300,1,1,1,1,1,0
Star1075,Program6,285.6316603769582,-7.34011007049061,300,1,1,1,1,1,0
Star1076,Program6,341.6447296027123,47.86866029830085,300,1,1,1,1,1,0
Star1077,Program6,18.258334418172126,67.12645588797119,300,1,1,1,1,1,0
Star1078,Program6,312.41049402935437,37.54370843514381,300,1,1,1,1,1,0
Star1079,Program6,325.28660105239294,-21.98386830421751,300,1,1,1,1,1,0
Star1080,Program6,70.4701279619926,21.73255031111718,300,1,1,1,1,1,0
Star1081,Program6,28.38716509573345,36.427081786013915,300,1,1,1,1,1,0
Star1082,Program6,27.98209301931297,10.807676463200067,300,1,1,1,1,1,0
Star1083,Program6,42.58696225799895,52.17792008386971,300,1,1,1,1,1,0
Star1084,Program6,299.08408517658575,8.42759258411995,300,1,1,1,1,1,0
Star1085,Program6,353.7841225057922,-23.0752611639722,300,1,1,1,1,1,0
Star1086,Program6,91.39014281053534,14.664100024995221,300,1,1,1,1,1,0
Star1087,Program6,353.306648068453,42.69394570281281,300,1,1,1,1,1,0
Star1088,Program6,21.524573948919283,21.097269985663957,300,1,1,1,1,1,0
Star1089,Program6,32.847193934472784,28.533643365271573,300,1,1,1,1,1,0
Star1090,Program6,292.8384840850918,19.490779565373245,300,1,1,1,1,1,0
Star1091,Program6,317.7455880817504,-21.0275290010905,300,1,1,1,1,1,0
Star1092,Program6,109.43687690024888,10.37801855501094,300,1,1,1,1,1,0
Star1093,Program6,97.07443492980946,12.82086021938953,300,1,1,1,1,1,0
Star1094,Program6,296.1460277187371,44.050114278308996,300,1,1,1,1,1,0
Star1095,Program6,97.4389509122251,30.591883483373948,300,1,1,1,1,1,0
Star1096,Program6,60.771137866564345,1.778781424489111,300,1,1,1,1,1,0
Star1097,Program6,273.5619223736919,31.788544069303242,300,1,1,1,1,1,0
Star1098,Program6,62.05921993030017,21.337748282003616,300,1,1,1,1,1,0
Star1099,Program6,54.17068336352213,-25.034710875838726,300,1,1,1,1,1,0
Star1100,Program6,61.66492658752611,4.808222371008014,300,1,1,1,1,1,0
Star1101,Program6,272.0177513573523,-8.904378248738027,300,1,1,1,1,1,0
Star1102,Program6,307.16737433042,61.1073280948936,300,1,1,1,1,1,0
Star1103,Program6,303.15756764694464,25.23331900690924,300,1,1,1,1,1,0
Star1104,Program6,31.456754463582797,4.731580601431503,300,1,1,1,1,1,0
Star1105,Program6,300.75375463868505,-9.18479799910861,300,1,1,1,1,1,0
Star1106,Program6,116.39408211662237,-22.346452827951836,300,1,1,1,1,1,0
Star1107,Program6,115.29759417410048,15.502186735692874,300,1,1,1,1,1,0
Star1108,Program6,10.389639208861126,59.26068007540542,300,1,1,1,1,1,0
Star1109,Program6,331.8781004122076,41.2906186672615,300,1,1,1,1,1,0
Star1110,Program6,347.5675275316963,48.50537028928247,300,1,1,1,1,1,0
Star1111,Program6,67.58262358478237,6.01269984246791,300,1,1,1,1,1,0
Star1112,Program6,322.7450152338734,12.061016411677357,300,1,1,1,1,1,0
Star1113,Program6,3.3033113774921503,7.377479479886347,300,1,1,1,1,1,0
Star1114,Program6,31.396257904587856,19.889152857456338,300,1,1,1,1,1,0
Star1115,Program6,348.77273432956656,34.44534510261468,300,1,1,1,1,1,0
Star1116,Program6,93.82912734793649,47.16109064275233,300,1,1,1,1,1,0
Star1117,Program6,2.884742284274239,14.568992393171271,300,1,1,1,1,1,0
Star1118,Program6,289.88268982920476,61.992337389116244,300,1,1,1,1,1,0
Star1119,Program6,330.8275802948708,31.7510660853782,300,1,1,1,1,1,0
Star1120,Program6,11.669650761067885,41.873150776911615,300,1,1,1,1,1,0
Star1121,Program6,79.33272006254856,52.71991379933226,300,1,1,1,1,1,0
Star1122,Program6,117.19989975642079,-9.340135164603197,300,1,1,1,1,1,0
Star1123,Program6,274.43231638942643,9.060735145513789,300,1,1,1,1,1,0
Star1124,Program6,12.47287750040374,-21.736580379367126,300,1,1,1,1,1,0
Star1125,Program6,38.7173515881359,-6.188527110903948,300,1,1,1,1,1,0
Star1126,Program6,95.31157417090162,-20.346266122230674,300,1,1,1,1,1,0
Star1127,Program6,311.06292587105673,14.765905023635042,300,1,1,1,1,1,0
Star1128,Program6,9.258753559290085,13.586279729791016,300,1,1,1,1,1,0
Star1129,Program6,271.8376322687735,31.066280785845905,300,1,1,1,1,1,0
Star1130,Program6,58.80333095240485,55.54240625954935,300,1,1,1,1,1,0
Star1131,Program6,305.330067686368,-4.7129548460951725,300,1,1,1,1,1,0
Star1132,Program6,280.5095684498355,22.437242884112138,300,1,1,1,1,1,0
Star1133,Program6,44.79744901976676,9.94081061980269,300,1,1,1,1,1,0
Star1134,Program6,300.7086758948305,32.33326787940399,300,1,1,1,1,1,0
Star1135,Program6,82.8869792340032,51.7498724893029,300,1,1,1,1,1,0
Star1136,Program6,79.95133412393778,-15.64919530021109,300,1,1,1,1,1,0
Star1137,Program6,8.209509778193592,-0.8279928833574388,300,1,1,1,1,1,0
Star1138,Program6,274.0107090370416,-9.915771120063681,300,1,1,1,1,1,0
Star1139,Program6,43.601247130477645,58.352836840266264,300,1,1,1,1,1,0
Star1140,Program6,107.59621520241808,-24.319942902269474,300,1,1,1,1,1,0
Star1141,Program6,29.314015964399402,43.44760919732016,300,1,1,1,1,1,0
Star1142,Program6,11.765815084222993,42.01448770994767,300,1,1,1,1,1,0
Star1143,Program6,65.14941040915699,20.077650341195934,300,1,1,1,1,1,0
Star1144,Program6,38.44824949722977,24.29073726587079,300,1,1,1,1,1,0
Star1145,Program6,331.20555595251636,35.00564425780891,300,1,1,1,1,1,0
Star1146,Program6,29.218420344070466,7.8622010760444425,300,1,1,1,1,1,0
Star1147,Program6,304.7232149040729,39.22424153070858,300,1,1,1,1,1,0
Star1148,Program6,40.182266901848834,21.797299323232522,300,1,1,1,1,1,0
Star1149,Program6,346.17279499109213,55.99778636491473,300,1,1,1,1,1,0
Star1150,Program6,312.5561413313642,-19.282470899747494,300,1,1,1,1,1,0
Star1151,Program6,24.715826638594308,51.16105532496033,300,1,1,1,1,1,0
Star1152,Program6,276.5533862616403,53.61858416292051,300,1,1,1,1,1,0
Star1153,Program6,335.3916187631272,21.999941377218647,300,1,1,1,1,1,0
Star1154,Program6,6.054726586724314,-0.3521659721896526,300,1,1,1,1,1,0
Star1155,Program6,77.84808393379933,29.933402265009704,300,1,1,1,1,1,0
Star1156,Program6,72.36489376752843,43.62598149694671,300,1,1,1,1,1,0
Star1157,Program6,302.43049035453333,4.4189727162967785,300,1,1,1,1,1,0
Star1158,Program6,299.1758542316721,-17.544826529911603,300,1,1,1,1,1,0
Star1159,Program6,101.50197488061599,-27.889846834183693,300,1,1,1,1,1,0
Star1160,Program6,49.35656978487691,-13.952033311818482,300,1,1,1,1,1,0
Star1161,Program6,283.69605152958644,-8.820207339571127,300,1,1,1,1,1,0
Star1162,Program6,31.042818937970026,-1.436073521521763,300,1,1,1,1,1,0
Star1163,Program6,53.197774132118354,19.265480103238886,300,1,1,1,1,1,0
Star1164,Program6,49.61180191767676,13.902804019668508,300,1,1,1,1,1,0
Star1165,Program6,282.9036237402092,68.46184803511201,300,1,1,1,1,1,0
Star1166,Program6,338.9391981319629,-21.508856094457812,300,1,1,1,1,1,0
Star1167,Program6,115.67281091652086,-17.242803466080034,300,1,1,1,1,1,0
Star1168,Program6,53.52308864158647,11.49737910463061,300,1,1,1,1,1,0
Star1169,Program6,80.52259409300166,53.98908774424274,300,1,1,1,1,1,0
Star1170,Program6,17.744224371921803,63.950550274709,300,1,1,1,1,1,0
Star1171,Program6,327.5107883887689,-26.099873180044597,300,1,1,1,1,1,0
Star1172,Program6,293.8206894000429,-13.197529497871002,300,1,1,1,1,1,0
Star1173,Program6,74.96591138900499,3.0205767998825053,300,1,1,1,1,1,0
Star1174,Program6,296.5035503228113,27.763567484234244,300,1,1,1,1,1,0
Star1175,Program6,347.44533892236484,30.309744254758314,300,1,1,1,1,1,0
Star1176,Program6,291.287624137651,-16.52240277867797,300,1,1,1,1,1,0
Star1177,Program6,313.5211709040171,24.56191784050249,300,1,1,1,1,1,0
Star1178,Program6,29.51380960465258,-9.520661160092843,300,1,1,1,1,1,0
Star1179,Program6,3.5575394410634544,-13.80452033432627,300,1,1,1,1,1,0
Star1180,Program6,95.21461129676663,23.05043960691839,300,1,1,1,1,1,0
Star1181,Program6,299.6688251044765,-2.2118267865881194,300,1,1,1,1,1,0
Star1182,Program6,306.3900280653203,14.827230869453714,300,1,1,1,1,1,0
Star1183,Program6,62.24334035559383,46.43161105137813,300,1,1,1,1,1,0
Star1184,Program6,38.496341433350494,27.36737208556066,300,1,1,1,1,1,0
Star1185,Program6,118.7182424958562,40.674072498637,300,1,1,1,1,1,0
Star1186,Program6,28.482967633160797,19.529835606228346,300,1,1,1,1,1,0
Star1187,Program6,310.64192122004806,6.599871769553815,300,1,1,1,1,1,0
Star1188,Program6,112.07605418917228,-3.053082094325248,300,1,1,1,1,1,0
Star1189,Program6,275.84249838444043,-3.8640196271304177,300,1,1,1,1,1,0
Star1190,Program6,331.1139451477832,17.302786310961224,300,1,1,1,1,1,0
Star1191,Program6,23.541263385867524,71.86370723904736,300,1,1,1,1,1,0
Star1192,Program6,274.89886783692026,27.204588161151037,300,1,1,1,1,1,0
Star1193,Program6,351.4203871810739,39.98293211641035,300,1,1,1,1,1,0
Star1194,Program6,356.6851343256147,71.74000003187987,300,1,1,1,1,1,0
Star1195,Program6,89.20337014795189,-6.223561632676095,300,1,1,1,1,1,0
Star1196,Program6,58.89086508156015,40.193489471004796,300,1,1,1,1,1,0
Star1197,Program6,359.6841365334364,-3.2958011699260368,300,1,1,1,1,1,0
Star1198,Program6,283.8525142329752,-13.801403234502075,300,1,1,1,1,1,0
Star1199,Program6,346.6477140770242,-5.020802917734301,300,1,1,1,1,1,0
Star1200,Program6,66.75407026147832,60.61809982852998,300,1,1,1,1,1,0
Star1201,Program6,101.98382849774816,-12.687091748599002,300,1,1,1,1,1,0
Star1202,Program6,103.59848848831757,35.595858561235744,300,1,1,1,1,1,0
Star1203,Program6,86.1371177282237,-1.160948916240642,300,1,1,1,1,1,0
Star1204,Program6,297.5103857507911,17.5505613696336,300,1,1,1,1,1,0
Star1205,Program6,112.85924897714006,-5.168946504816574,300,1,1,1,1,1,0
Star1206,Program6,47.703995711820994,44.974294754029415,300,1,1,1,1,1,0
Star1207,Program6,275.52819228928547,-9.336391312085311,300,1,1,1,1,1,0
Star1208,Program6,87.36501531349813,62.913829408021286,300,1,1,1,1,1,0
Star1209,Program6,33.731805838331184,60.4295028650626,300,1,1,1,1,1,0
Star1210,Program6,6.858608787212518,38.308987418462266,300,1,1,1,1,1,0
Star1211,Program6,349.1772387864223,67.69629285392207,300,1,1,1,1,1,0
Star1212,Program6,292.59487725142924,-19.26604187376722,300,1,1,1,1,1,0
Star1213,Program6,274.5164829208988,46.22374130385546,300,1,1,1,1,1,0
Star1214,Program6,298.2513338754675,-3.4151481915526887,300,1,1,1,1,1,0
Star1215,Program6,316.9448308701827,14.638105138340165,300,1,1,1,1,1,0
Star1216,Program6,310.61296740243773,48.11269673334968,300,1,1,1,1,1,0
Star1217,Program6,58.3949731857474,-10.656011362693235,300,1,1,1,1,1,0
Star1218,Program6,292.7619989661374,43.42317482635886,300,1,1,1,1,1,0
Star1219,Program6,67.5389871119761,-10.268814457350103,300,1,1,1,1,1,0
Star1220,Program6,356.4871965873086,-10.248176725344393,300,1,1,1,1,1,0
Star1221,Program6,40.731617589236635,16.16396171081894,300,1,1,1,1,1,0
Star1222,Program6,103.33840879637819,52.81037358123072,300,1,1,1,1,1,0
Star1223,Program6,116.63711444807109,65.85170303896902,300,1,1,1,1,1,0
Star1224,Program6,76.94959515738913,46.514998786340016,300,1,1,1,1,1,0
Star1225,Program6,305.13023051823683,48.07401255406131,300,1,1,1,1,1,0
Star1226,Program6,111.08054150342332,1.6299071648492571,300,1,1,1,1,1,0
Star1227,Program6,111.86528731490125,-7.697966155252473,300,1,1,1,1,1,0
Star1228,Program6,291.70365818791595,18.43996678862372,300,1,1,1,1,1,0
Star1229,Program6,301.3456256407221,18.27339689703416,300,1,1,1,1,1,0
Star1230,Program6,272.1289466462407,-22.968159403243575,300,1,1,1,1,1,0
Star1231,Program6,27.93180094331194,-7.369050253252837,300,1,1,1,1,1,0
Star1232,Program6,95.37609310280737,-23.318336898217268,300,1,1,1,1,1,0
Star1233,Program6,82.10724804893198,6.125024649962739,300,1,1,1,1,1,0
Star1234,Program6,104.7934536560108,25.73893268795291,300,1,1,1,1,1,0
Star1235,Program6,289.084888792134,-19.63306609601672,300,1,1,1,1,1,0
Star1236,Program6,64.43846330933286,63.26806618845586,300,1,1,1,1,1,0
Star1237,Program6,0.7034539255382697,55.564866252533534,300,1,1,1,1,1,0
Star1238,Program6,345.71339097285687,68.21755017585014,300,1,1,1,1,1,0
Star1239,Program6,105.6833013115239,41.962570727366796,300,1,1,1,1,1,0
Star1240,Program6,95.14363568584565,12.296574085430834,300,1,1,1,1,1,0
Star1241,Program6,86.33734991441514,54.89984669186421,300,1,1,1,1,1,0
Star1242,Program6,300.20478749684474,4.508203822724937,300,1,1,1,1,1,0
Star1243,Program6,357.0034862645847,32.888249382842915,300,1,1,1,1,1,0
Star1244,Program6,1.4097512305270357,22.050345149867226,300,1,1,1,1,1,0
Star1245,Program6,319.6010231161093,-28.56498265172781,300,1,1,1,1,1,0
Star1246,Program6,328.36357633700334,-9.355265300335262,300,1,1,1,1,1,0
Star1247,Program6,349.7448371852049,-13.62522352927968,300,1,1,1,1,1,0
Star1248,Program6,316.35405785641217,67.67907414492439,300,1,1,1,1,1,0
Star1249,Program6,344.95659877910185,10.883252190351556,300,1,1,1,1,1,0
Star1250,Program6,336.63135356783533,-9.362693443018912,300,1,1,1,1,1,0
Star1251,Program6,66.4879639725508,-14.714924831256042,300,1,1,1,1,1,0
Star1252,Program6,298.71614960956737,73.6512227157925,300,1,1,1,1,1,0
Star1253,Program6,102.79294259491644,50.47050301635517,300,1,1,1,1,1,0
Star1254,Program6,336.8480469205736,68.42660709036397,300,1,1,1,1,1,0
Star1255,Program6,303.7244740266097,-16.43262474564368,300,1,1,1,1,1,0
Star1256,Program6,0.8250501392197975,56.66349538639358,300,1,1,1,1,1,0
Star1257,Program6,36.05888362368978,31.182771147691582,300,1,1,1,1,1,0
Star1258,Program6,301.36407994053224,-10.873244107482634,300,1,1,1,1,1,0
Star1259,Program6,323.5656540764335,14.723959741727668,300,1,1,1,1,1,0
Star1260,Program6,310.481410827729,-28.771728403208577,300,1,1,1,1,1,0
Star1261,Program6,42.83594970797378,-29.34886993660627,300,1,1,1,1,1,0
Star1262,Program6,276.3392747028496,28.877555014356474,300,1,1,1,1,1,0
Star1263,Program6,6.3248415470827695,40.11348427486297,300,1,1,1,1,1,0
Star1264,Program6,6.1055036907613385,28.074435760457504,300,1,1,1,1,1,0
Star1265,Program6,295.4420153305117,9.774429828592076,300,1,1,1,1,1,0
Star1266,Program6,274.0211965923491,52.194586067998245,300,1,1,1,1,1,0
Star1267,Program6,11.520995732410427,12.450631995719178,300,1,1,1,1,1,0
Star1268,Program6,110.5593427654834,16.670125753626692,300,1,1,1,1,1,0
Star1269,Program6,73.12767792521578,19.594251703298823,300,1,1,1,1,1,0
Star1270,Program6,280.6517297528704,-15.002486385906124,300,1,1,1,1,1,0
Star1271,Program6,109.4547704849117,34.90251235145918,300,1,1,1,1,1,0
Star1272,Program6,82.8407565267255,39.534504990875604,300,1,1,1,1,1,0
Star1273,Program6,85.46554125218074,27.514634808675723,300,1,1,1,1,1,0
Star1274,Program6,343.76787305252515,61.3298091334791,300,1,1,1,1,1,0
Star1275,Program6,77.20003295692868,3.704081804557333,300,1,1,1,1,1,0
Star1276,Program6,270.7248526400983,56.3812947670321,300,1,1,1,1,1,0
Star1277,Program6,315.687258695532,-17.457316956717293,300,1,1,1,1,1,0
Star1278,Program6,280.97471615328925,-13.20024471868527,300,1,1,1,1,1,0
Star1279,Program6,323.6532373671222,-26.101518977872757,300,1,1,1,1,1,0
Star1280,Program6,41.16980754171965,62.12572125708451,300,1,1,1,1,1,0
Star1281,Program6,283.6035541907629,-16.138583585494757,300,1,1,1,1,1,0
Star1282,Program6,68.76008557757427,-0.6770685548172679,300,1,1,1,1,1,0
Star1283,Program6,77.71328640879824,4.904059760255123,300,1,1,1,1,1,0
Star1284,Program6,303.5018060101558,28.970202993368304,300,1,1,1,1,1,0
Star1285,Program6,298.10884894170533,-15.831211551710425,300,1,1,1,1,1,0
Star1286,Program6,89.32891942554403,51.496569347276534,300,1,1,1,1,1,0
Star1287,Program6,323.87073677037364,12.248761709995051,300,1,1,1,1,1,0
Star1288,Program6,290.90507949788866,46.09038037541018,300,1,1,1,1,1,0
Star1289,Program6,99.7817273357847,22.66517803780654,300,1,1,1,1,1,0
Star1290,Program6,317.9274639005377,1.0834378882492643,300,1,1,1,1,1,0
Star1291,Program6,311.5947998255439,-5.937971711860001,300,1,1,1,1,1,0
Star1292,Program6,87.75485846358646,20.304895820223734,300,1,1,1,1,1,0
Star1293,Program6,312.7541033954463,-0.008485434388830981,300,1,1,1,1,1,0
Star1294,Program6,2.4041418580792993,-8.391775837215448,300,1,1,1,1,1,0
Star1295,Program6,350.33517111293975,37.97857346961804,300,1,1,1,1,1,0
Star1296,Program6,34.38815416070781,38.27431825592819,300,1,1,1,1,1,0
Star1297,Program6,48.44478916480216,6.042654075316875,300,1,1,1,1,1,0
Star1298,Program6,318.41334425372884,3.5810977107044266,300,1,1,1,1,1,0
Star1299,Program6,78.72081159623798,43.03171426592769,300,1,1,1,1,1,0
Star1300,Program6,359.9145492473776,10.489135474701328,300,1,1,1,1,1,0
Star1301,Program6,272.66570586083367,70.10684311413235,300,1,1,1,1,1,0
Star1302,Program6,111.06235294471969,-23.499024813328063,300,1,1,1,1,1,0
Star1303,Program6,40.910690490223544,61.674999645694356,300,1,1,1,1,1,0
Star1304,Program6,71.36557172875689,10.006543952409118,300,1,1,1,1,1,0
Star1305,Program6,337.9957045124963,-11.58670300753387,300,1,1,1,1,1,0
Star1306,Program6,276.27147533082547,28.353701415893326,300,1,1,1,1,1,0
Star1307,Program6,342.29509653794975,23.606219126956617,300,1,1,1,1,1,0
Star1308,Program6,75.3213055322683,6.2171382404669515,300,1,1,1,1,1,0
Star1309,Program6,296.18146275551396,-5.197307183023881,300,1,1,1,1,1,0
Star1310,Program6,310.20904553675217,72.47631142558032,300,1,1,1,1,1,0
Star1311,Program6,100.55767881834106,9.88078842959898,300,1,1,1,1,1,0
Star1312,Program6,314.10339137109264,32.015220626840176,300,1,1,1,1,1,0
Star1313,Program6,283.6745787512188,-18.876894845033988,300,1,1,1,1,1,0
Star1314,Program6,329.9177557433666,16.735512720893567,300,1,1,1,1,1,0
Star1315,Program6,290.2765926006436,-23.502300230373166,300,1,1,1,1,1,0
Star1316,Program6,295.68180086742393,29.00330331533806,300,1,1,1,1,1,0
Star1317,Program6,326.49944906128354,-13.318915167835897,300,1,1,1,1,1,0
Star1318,Program6,315.8773376173606,25.1776889221741,300,1,1,1,1,1,0
Star1319,Program6,292.88946717829646,11.657323327732342,300,1,1,1,1,1,0
Star1320,Program6,334.33141514290753,41.268586295855954,300,1,1,1,1,1,0
Star1321,Program6,351.07149064601094,-5.602690363415618,300,1,1,1,1,1,0
Star1322,Program6,287.5625877136211,-8.66618490559054,300,1,1,1,1,1,0
Star1323,Program6,13.552517614581461,26.637506584131145,300,1,1,1,1,1,0
Star1324,Program6,38.38114243846928,-19.751514515523667,300,1,1,1,1,1,0
Star1325,Program6,65.50764984911189,23.147318079590477,300,1,1,1,1,1,0
Star1326,Program6,97.19629067415588,39.99469330443878,300,1,1,1,1,1,0
Star1327,Program6,305.11643499140945,-6.290615339440521,300,1,1,1,1,1,0
Star1328,Program6,24.089029447698408,22.996813983452157,300,1,1,1,1,1,0
Star1329,Program6,348.9376619141056,61.82542776713126,300,1,1,1,1,1,0
Star1330,Program6,105.17467372580518,-24.148284492934565,300,1,1,1,1,1,0
Star1331,Program6,318.8730824614606,-27.42769311768167,300,1,1,1,1,1,0
Star1332,Program6,37.98727664639,14.601941472508642,300,1,1,1,1,1,0
Star1333,Program6,85.40623498926209,-22.482370024153425,300,1,1,1,1,1,0
Star1334,Program6,91.11784398165821,44.08933629791852,300,1,1,1,1,1,0
Star1335,Program6,310.42865619328427,-13.10670114270755,300,1,1,1,1,1,0
Star1336,Program6,301.2001515311756,19.017661615689406,300,1,1,1,1,1,0
Star1337,Program6,291.9010023923632,2.016477519488035,300,1,1,1,1,1,0
Star1338,Program6,81.71331460683984,-8.307910836553049,300,1,1,1,1,1,0
Star1339,Program6,104.43885330798344,-21.24945633592705,300,1,1,1,1,1,0
Star1340,Program6,278.3849522826209,-9.183802130167194,300,1,1,1,1,1,0
Star1341,Program6,277.34670748245924,15.544952516666356,300,1,1,1,1,1,0
Star1342,Program6,329.1292400230563,31.08557839474696,300,1,1,1,1,1,0
Star1343,Program6,57.37050708736308,8.392060963689588,300,1,1,1,1,1,0
Star1344,Program6,85.30566510279726,15.5622052162432,300,1,1,1,1,1,0
Star1345,Program6,343.47675158694267,-15.613803235873633,300,1,1,1,1,1,0
Star1346,Program6,69.47737202467522,15.252497003666775,300,1,1,1,1,1,0
Star1347,Program6,334.5182419116195,29.70589348156959,300,1,1,1,1,1,0
Star1348,Program6,283.1349900264138,25.08268784918762,300,1,1,1,1,1,0
Star1349,Program6,1.021263965512503,26.88109650360444,300,1,1,1,1,1,0
Star1350,Program6,358.8071169800554,15.322675586734135,300,1,1,1,1,1,0
Star1351,Program6,303.79410631821025,-1.1922323462853655,300,1,1,1,1,1,0
Star1352,Program6,331.836449632369,-4.07427363804112,300,1,1,1,1,1,0
Star1353,Program6,73.06470679619179,28.564410629485877,300,1,1,1,1,1,0
Star1354,Program6,9.699746356758112,-26.477474635993303,300,1,1,1,1,1,0
Star1355,Program6,351.11505455696886,29.183155167760262,300,1,1,1,1,1,0
Star1356,Program6,353.33584946053156,-15.074825556564562,300,1,1,1,1,1,0
Star1357,Program6,295.33944919155437,-17.28449746812069,300,1,1,1,1,1,0
Star1358,Program6,31.895399769973437,38.96196854675185,300,1,1,1,1,1,0
Star1359,Program6,305.66839309527313,38.88562342883432,300,1,1,1,1,1,0
Star1360,Program6,38.100015937422995,-15.33747436402021,300,1,1,1,1,1,0
Star1361,Program6,284.7178269489014,31.033884749622402,300,1,1,1,1,1,0
Star1362,Program6,271.20742289922106,62.12696316195817,300,1,1,1,1,1,0
Star1363,Program6,105.10894547911334,20.18113068998622,300,1,1,1,1,1,0
Star1364,Program6,336.42812566669147,-28.54307771090921,300,1,1,1,1,1,0
Star1365,Program6,99.32015890682771,35.281219344337714,300,1,1,1,1,1,0
Star1366,Program6,55.54279802634318,-20.269832544401737,300,1,1,1,1,1,0
Star1367,Program6,35.39601261922337,47.326448742663814,300,1,1,1,1,1,0
Star1368,Program6,31.664930641640694,7.839171906956025,300,1,1,1,1,1,0
Star1369,Program6,352.94393159147626,39.353856449508555,300,1,1,1,1,1,0
Star1370,Program6,281.6452448999175,11.42687753456211,300,1,1,1,1,1,0
Star1371,Program6,57.03476242730255,9.267772607584305,300,1,1,1,1,1,0
Star1372,Program6,22.96259790349677,13.032856642312055,300,1,1,1,1,1,0
Star1373,Program6,312.2359248664097,18.36001739306009,300,1,1,1,1,1,0
Star1374,Program6,75.32762052472845,-12.661648950360032,300,1,1,1,1,1,0
Star1375,Program6,14.580619481459962,28.513719429357124,300,1,1,1,1,1,0
Star1376,Program6,296.833022941932,-27.657548334784252,300,1,1,1,1,1,0
Star1377,Program6,18.894859224453057,51.822510746027206,300,1,1,1,1,1,0
Star1378,Program6,314.8682082314479,58.37971696946994,300,1,1,1,1,1,0
Star1379,Program6,89.4293903892472,9.691677547518509,300,1,1,1,1,1,0
Star1380,Program6,15.098185459886281,49.28659636367223,300,1,1,1,1,1,0
Star1381,Program6,344.6971763444857,-15.519547238065726,300,1,1,1,1,1,0
Star1382,Program6,77.26501795216325,-24.999330849543625,300,1,1,1,1,1,0
Star1383,Program6,116.20670881182639,-22.49924614033843,300,1,1,1,1,1,0
Star1384,Program6,33.47778041376728,-4.833552768236132,300,1,1,1,1,1,0
Star1385,Program6,24.187674074661516,17.967417045741882,300,1,1,1,1,1,0
Star1386,Program6,59.674552219137865,28.28837923149797,300,1,1,1,1,1,0
Star1387,Program6,288.99634348624494,25.30610176102239,300,1,1,1,1,1,0
Star1388,Program6,305.4819451531338,34.15439144451162,300,1,1,1,1,1,0
Star1389,Program6,68.68304792747472,66.69500940532436,300,1,1,1,1,1,0
Star1390,Program6,77.24627343359612,-1.0622402394476467,300,1,1,1,1,1,0
Star1391,Program6,346.0278056214169,-24.676462627148865,300,1,1,1,1,1,0
Star1392,Program6,87.60840779192006,-24.970847696936815,300,1,1,1,1,1,0
Star1393,Program6,53.11938645031785,42.21522498088413,300,1,1,1,1,1,0
Star1394,Program6,114.68869319827888,-4.211355520477369,300,1,1,1,1,1,0
Star1395,Program6,296.13334596790014,-29.7685729753671,300,1,1,1,1,1,0
Star1396,Program6,67.49060197161617,43.5671751491484,300,1,1,1,1,1,0
Star1397,Program6,326.407680237056,42.734971235036824,300,1,1,1,1,1,0
Star1398,Program6,279.49336882785616,64.5466566925652,300,1,1,1,1,1,0
Star1399,Program6,87.4147262554551,25.6384571776903,300,1,1,1,1,1,0
Star1400,Program6,80.42186190280398,10.512083417298228,300,1,1,1,1,1,0
Star1401,Program6,90.46567335844253,70.40917968210636,300,1,1,1,1,1,0
Star1402,Program6,15.613030922157066,41.31496433022548,300,1,1,1,1,1,0
Star1403,Program6,303.3445692870013,2.1870054248444433,300,1,1,1,1,1,0
Star1404,Program6,359.8191119066962,13.773699866169878,300,1,1,1,1,1,0
Star1405,Program6,85.04086128314583,67.75129127551259,300,1,1,1,1,1,0
Star1406,Program6,107.16586500423841,29.893153321960554,300,1,1,1,1,1,0
Star1407,Program6,332.62063807056427,46.670655006016176,300,1,1,1,1,1,0
Star1408,Program6,91.74744420945308,54.097111283848875,300,1,1,1,1,1,0
Star1409,Program6,57.660647332909434,10.10886620931538,300,1,1,1,1,1,0
